JobTitle,Location,Industry,Employment Type,seniorityLevel,JobFunction,CompanyName,JobPostedon
Instrumentation Technician Upcoming Shutdown,Fort McMurray; CA,Construction. Environmental Services. Oil & Energy,Full-time,Not Applicable,Management. Manufacturing,WorleyParsons,22-08-17
Control Assurance & Risk Analyst,Kuala Lumpur; MY,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Finance. Sales,WorleyParsons,31-08-17
Accounting Assistant,Tennessee; IL; US,Construction. Information Technology and Services. Oil & Energy,Part-time,Not Applicable,Accounting/Auditing. Finance,WorleyParsons,30-08-17
Communications Writer & Administration Assistant,Melbourne; AU,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Administrative,WorleyParsons,9/2/17
Account Payable Analyst,Kuala Lumpur; MY,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Accounting/Auditing. Finance,WorleyParsons,27-06-17
Night Shift Civil/Structural Construction Specialist IV,Macon; GA; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,23-08-17
Project Billing Administrator,Edmonton; CA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Accounting/Auditing. Finance,WorleyParsons,29-08-17
Senior Project Manager Power Networks,Orlando; FL; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Project Management. Information Technology,WorleyParsons,31-08-17
APAC Mobility Advisor,Sydney; AU,Construction. Information Technology and Services. Oil & Energy,Part-time,Not Applicable,Other,WorleyParsons,30-08-17
Senior Account Payable Analyst,Kuala Lumpur; MY,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Accounting/Auditing. Finance,WorleyParsons,27-06-17
Maintenance Manager,Houston; TX; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Management. Manufacturing,WorleyParsons,17-08-17
NZ Safety & Risk Engineering Manager,New Plymouth; NZ,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,15-08-17
GIS Lead TANAP Project,Ankara; TR,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Information Technology,WorleyParsons,25-07-17
Organizational Change Manager and Learning Coordinator,Toronto; CA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Business Development. Sales,WorleyParsons,29-08-17
Project Engineer,Denver; CO; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Engineering. Information Technology,Tesoro Corporation,9/1/17
Mechanical Engineer Fixed Equipment,Salt Lake City; UT; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Engineering. Information Technology,Tesoro Corporation,31-08-17
Instrument Engineer,Carson; CA; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Engineering. Information Technology,Tesoro Corporation,30-08-17
Process Engineer,Dickinson; ND; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Tesoro Corporation,24-08-17
Electrical Engineer,Bismarck; ND; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Engineering. Information Technology,Tesoro Corporation,17-08-17
Senior Data Coordinator,Tempe; AZ; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Other,Tesoro Corporation,17-08-17
Pipeline Integrity Engineer,Bismarck; ND; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Engineering. Information Technology,Tesoro Corporation,16-08-17
Pipeline Engineer Operation Gathering Engineering,Rock Springs; WY; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Engineering. Information Technology,Tesoro Corporation,30-08-17
Lead Corrosion Engineer,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Engineering. Information Technology,Tesoro Corporation,18-08-17
Process Control Engineer,Carson; CA; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Engineering. Information Technology,Tesoro Corporation,8/11/17
DOT Transport Driver Anchorage AK,Anchorage; AK; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Tesoro Corporation,9/1/17
Mechanic I Belfield ND,Belfield; ND; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Tesoro Corporation,31-08-17
Environmental Administrator,Mandan; ND; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Information Technology,Tesoro Corporation,30-08-17
Plant Operator Blacks Fork,Granger; WY; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Tesoro Corporation,24-08-17
Associate BP&A Financial Analyst,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Finance. Sales,Tesoro Corporation,8/11/17
Senior Project Development Engineer,Denver; CO; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Tesoro Corporation,29-08-17
Environmental Technician,Vernal; UT; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Other,Tesoro Corporation,9/3/17
Scheduler,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Tesoro Corporation,26-08-17
Turnaround Coordinator,Carson; CA; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Other,Tesoro Corporation,23-08-17
DOT Transport Driver Colton Terminal,Colton; CA; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Tesoro Corporation,8/11/17
Sr Business Improvement Specialist,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Tesoro Corporation,8/11/17
Data Integration Developer,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Engineering. Information Technology,Tesoro Corporation,23-08-17
Operations Shift Supervisor,Martinez; CA; US,Construction. Oil & Energy. Financial Services,Full-time,Mid-Senior level,Management. Manufacturing,Tesoro Corporation,24-08-17
Nurse Practitioner / Physician Assistant,Kenai; AK; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Health Care Provider,Tesoro Corporation,9/2/17
Field Specialist,Watford City; ND; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Tesoro Corporation,30-08-17
Marine Terminal Operator,Long Beach; CA; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Tesoro Corporation,23-08-17
Senior Right of Way Agent,Bismarck; ND; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Sales. Management,Tesoro Corporation,15-08-17
Senior Functional Analyst Data Archiving,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Engineering. Information Technology,Tesoro Corporation,18-08-17
Lead Solutions Architect Data Archiving,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Engineering. Information Technology,Tesoro Corporation,15-08-17
Senior Compensation Advisor,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Other,Tesoro Corporation,31-08-17
Senior Financial Controls Analyst,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Finance. Sales,Tesoro Corporation,23-08-17
Workers Compensation Claims Adjuster,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Finance. Sales,Tesoro Corporation,30-08-17
Lab Technician Trainee,Kenai; AK; US,Construction. Oil & Energy. Financial Services,Part-time,Internship,Research. Analyst. Information Technology,Tesoro Corporation,28-08-17
Audit & Investigation Coordinator,Carson; CA; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Accounting/Auditing. Finance,Tesoro Corporation,19-08-17
Manager SCM Procurement,Carson; CA; US,Construction. Oil & Energy. Financial Services,Full-time,Mid-Senior level,Management. Manufacturing,Tesoro Corporation,9/2/17
Brand Marketing Sales Manager,Bismarck; ND; US,Construction. Oil & Energy. Financial Services,Full-time,Mid-Senior level,Marketing. Sales,Tesoro Corporation,9/2/17
Fleet Supervisor Anchorage AK,Anchorage; AK; US,Construction. Oil & Energy. Financial Services,Full-time,Mid-Senior level,Management. Manufacturing,Tesoro Corporation,9/1/17
Senior Integrations Developer,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Engineering. Information Technology,Tesoro Corporation,23-08-17
Senior Solutions Architect HRIS,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Engineering. Information Technology,Tesoro Corporation,20-08-17
Operations Specialist,Dickinson; ND; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Tesoro Corporation,30-08-17
Contract Administrator,Phoenix; AZ; US,Construction. Oil & Energy. Financial Services,Contract,Entry level,Management. Manufacturing,Tesoro Corporation,15-08-17
Health and Safety Specialist,Dickinson; ND; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Tesoro Corporation,8/12/17
Lead Contigency Planning Specialist / Albuquerque NM,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Management. Manufacturing,Tesoro Corporation,9/1/17
Senior SAP Developer,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Information Technology,Tesoro Corporation,30-08-17
Lead Solutions Architect PFR,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Engineering. Information Technology,Tesoro Corporation,25-08-17
EHS&S Training Program Manager,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Mid-Senior level,Project Management. Information Technology,Tesoro Corporation,23-08-17
Manager Digital Workplace Applications,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Mid-Senior level,Marketing. Sales,Tesoro Corporation,8/11/17
Terminal Operator I Fairbanks AK,Fairbanks; AK; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Tesoro Corporation,15-08-17
Terminal Operator III Fairbanks AK,Fairbanks; AK; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Tesoro Corporation,8/11/17
DOT Transport Driver Vinvale Terminal,South Gate; CA; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Management. Manufacturing,Tesoro Corporation,8/11/17
Lead Economic & Strategy Analyst,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Finance. Sales,Tesoro Corporation,30-08-17
Senior Value Chain Specialist,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Information Technology,Tesoro Corporation,24-08-17
Assistant Controller Retail Marketing,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Accounting/Auditing. Finance,Tesoro Corporation,23-08-17
Fleet Supervisor Hazmat Tanker,South Gate; CA; US,Construction. Oil & Energy. Financial Services,Full-time,Mid-Senior level,Management. Manufacturing,Tesoro Corporation,21-08-17
Terminal Automation Specialist,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Entry level,Engineering. Information Technology,Tesoro Corporation,8/11/17
Senior Pipeline Integrity Engineer,Denver; CO; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Engineering. Information Technology,Tesoro Corporation,8/11/17
Lead HR Business Partner,Anacortes; WA; US,Construction. Oil & Energy. Financial Services,Full-time,Mid-Senior level,Human Resources,Tesoro Corporation,27-08-17
Lead Solutions Architect,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Engineering. Information Technology,Tesoro Corporation,20-08-17
Manager Strategy & Business Development Logistics,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Mid-Senior level,Business Development. Sales,Tesoro Corporation,19-08-17
Sr Retail Maintenance Data Analyst,Tempe; AZ; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Information Technology,Tesoro Corporation,28-08-17
Director Marketing Business Development,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Director,Marketing. Sales,Tesoro Corporation,9/1/17
Senior Director Retail Facilities Tempe,Tempe; AZ; US,Construction. Oil & Energy. Financial Services,Full-time,Director,Other,Tesoro Corporation,30-08-17
Brand ManagerSuperAmerica,Tempe; AZ; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Marketing. Sales,Tesoro Corporation,23-08-17
Lead Payroll Analyst,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Accounting/Auditing. Finance,Tesoro Corporation,20-08-17
Lead Application Security Solutions Architect,San Antonio; TX; US,Construction. Oil & Energy. Financial Services,Full-time,Associate,Information Technology,Tesoro Corporation,20-08-17
Director Technical Services,Denver; CO; US,Construction. Oil & Energy. Financial Services,Full-time,Director,Customer Service. Information Technology,Tesoro Corporation,16-08-17
Senior Controls Engineer,Bismarck; ND; US,Construction. Oil & Energy. Financial Services,Part-time,Associate,Engineering. Information Technology,Tesoro Corporation,18-08-17
Supervisor Pipeline & Terminal,Fryburg; ND; US,Construction. Oil & Energy. Financial Services,Full-time,Mid-Senior level,Other,Tesoro Corporation,30-08-17
